seq_1,seq_2,label
手机更新手机品牌集合版本游戏集合无法登陆,你是超级无敌大笨蛋。,0
你知道我最喜欢听什么歌吗,你知道哪首歌深得我心吗,1
太阳升起了吗,天亮了吗,1
你视野好宽阔啊,你知道的好多呀,1
因为我想他了,你想什么,0
说笑话有什么好烦的,别说话烦什么呢,0
那吃什么,请问那吃啥啊,1
你露脸吗,你能露个脸吗,1
你又死了吗,你为什么死了,0
到时候再给,再来一个其他的,0
我的普通话在你眼中是什么样的,你的普通话在我眼中是什么样的,0
我该回家了,我到回家的点了,1
我现在说点什么,他哥哥现在说点什么,0
打开相机广角,小布打开摄像机,0
手机开机密码忘记,手机密码忘记了开不了机,0
嗯不是不是不是,不是不是不是,1
而后在代表然后再观点观点最后结尾有的呀,然后再出来,0
R11有哪些配置,Find7的CPU是什么型号的,0
石头剪刀布,剪刀石头布剪刀石头布,1
你为什么要想我,你为什么要害我,0
打开读物,帮我打开路由器,0
能援助一下吗,可以帮个忙吗,1
怀孕能吃白木耳吗,怀孕能吃猪骨吗,0
脑筋急转弯,我问你与小圈脑筋急转弯,0
后天有太阳吗,今天的太阳好毒啊,0
你可以跟我聊天吗,你不会聊天吗,0
我爱的是你啊,我对你的感情就是爱,0
我很喜欢你小欧我们在一起拍,我好喜欢小欧,0
我吃泡面你吃面和,你吃泡面我吃面和,0
你难道不知道我不行吗,你不知道我不行吗,1
拍照可以缩小吗,可以捕捉相机拍照的画面吗,0
排列五开奖结果,双色球的开奖号码,0
你觉得你还有什么面子,你有面子吗,0
附近哪里有酒店,有什么酒店,1
新建一个今天下午,今天下午要开会一下午,0
刚上班就下班了,上班和下班的时间,0
错的不是我错的是这个世界,错的不是我是世界,1
来首38度六,来唱首歌,0
我想知道你接不上话题的理由,你为什么接不上话题,1
那你可以变成男孩子吗,性别变成男性你会吗,1
我爱你我爱你我爱你我爱你我爱你,我爱你我爱你,1
不好笑这个笑话,一点都不好笑讲个最好笑的笑话呢,0
计时一百分钟,定时十五分钟,0
咱俩聊会天,咱俩聊会儿天儿吧,1
我退出了,我要退出了,1
难道我必须要会说话吗,我不会说话了,0
那我不喜欢你了,你我不会喜欢了,1
你确实很想我吗,你真的很想我吗,1
你还在不,你是你是一个不,0
配件相比充电,配件,0
烤串串好吃吗,我觉得冰淇淋很好吃,0
游戏中心的差评可以删除吗,游戏中心删除评论方法,0
你就别继续玩了,不要再玩了,1
你懒到家了,你可真懒,1
我心里没有把你装进去,可是我心里没有你,1
快过来让我亲一口,你过来让我亲一口好吗,1
桌面图标怎么更改自己喜欢的,外国人在自己身上文的奇怪汉字有哪些？,0
你有超能力吗,你有异能吗,1
r11s plus售后bom,OPPOr11splus.可以设置充电提示音吗？,0
oppo a32的充电接口,A32吃出厂配件,0
嗯你觉得我可以,可以可以,0
Reno几克oppooppo,OppoReno配件,0
论语12章的意思,ky是啥啊,0
你还会啥,你会你会唱歌吗,0
我不想听了谢谢,太谢谢了,0
夏天好晒,夏天太阳好大,1
我伤心了怎么办,其实我伤心了怎么办,1
定一个二十分钟的倒计时,55分叫我,0
你是不是人呢,你又不是人,0
今天晚上我吃了两碗饭好饱,今天晚上吃凉皮合适吗,0
分钟的倒计时,七小时后叫我,0
小布今天天气怎么样呀,他今天早上穿什么衣服,0
行睡觉吧啊,睡得还行,0
那我问问你知道点啥,那你知道啥呀,1
我认输了,我绝对认输了,1
总统多少岁,俄罗斯总统多少岁了,0
那你觉得我脸蛋漂亮吗,那你觉得我美吗,1
打开QQ给儿子打电话,删除QQ好友,0
刘亦菲今年多少岁了,刘亦菲今年多大了,1
给我唱个生僻字,唱首歌给我呗,0
我想防止出现缓存图片,我想问下，我想扩展内存,0
OPPO的最新款怎么读,OPPO有哪些机型,0
给我讲个笑话请说,我给你讲一个,0
所以现在还有时候,所以有时候,0
你能告诉我你会哪国的语言吗,你会哪国的语言,1
我今天讲今天天气怎么样,今天天气真好,0
Reno是什么意思,Reno是Reno呢吗,0
屏幕组件是什么,你知道什么是屏幕组件吗,1
a92s的充电接口,a92s无线充电,0
前置摄像头拍出来的字为什么是反的,前置摄像头打不开是什么原因,0
A73中框和后盖材质,A72后盖材质,0
如何更新C1游戏手柄固件包,c1可以升级系统么,0
reno4pro长度呢,reno4 pro度天线,0
日语不要怎么说,你能说日语吗,0
那我是什么星座的,二月28日是什么星座,0
多少距离是你能听到的极限,多少距离是他的舅舅能听到的极限,0
Ofree右耳升级失败,O-Free右耳升级失败,1
这个月有多少天,农历九月有多少天,0
我在和你聊天呀,我们现在不在讲话吗,1
没有什么,没事的没有什么啊,1
你最喜欢干嘛,你最喜欢干什么事,1
如何恢复默认主题,主题如何恢复,0
给我进入快手,打开快手看,1
我感觉你好,我对你的感觉很好,1
小波你真棒是我确定的,小波你真棒,1
我这个有没有散热系统,我没有这个app,0
怎么才能嫁给吴世勋,如何嫁给吴世勋,1
这个手机有颜色反转吗？,换手机还能玩这个游戏吗？,0
在干嘛呢你,他现在在干嘛,0
为什么照片不支持做壁纸？,为什么我的相机拍了照片却在相册里找不到呢,0
郑州明天有没有雨,下好大的雨,0
不想睡觉怎么办,不想睡觉,0
你是中国的吗,中国什么行程,0
你说你在干嘛呢,你在干嘛讲给我听,1
我手机还剩很多数据流量，怎么老是提示超标了呢,哪里查本机剩余免费贴膜次数,0
你终于回来了,你总算回来了,1
机器人就是你吧,你是机器人啊,1
老婆是什么垃圾,老婆属于什么垃圾,1
你能教我怎么在电脑上玩游戏吗,你不能陪我打游戏，,0
讲一个小笑话,弄个笑话,1
播放一下排列五出奖号码,双色球最新开奖,0
我校照相,帮我拍一下照,0
我这个是什么手机啊,什么牌子的手机啊我这是,1
我的身高是多少,你猜我多高,1
来唱首歌,播放歌曲逆流成河,0
oppo15rx像片,OPPOr11图片,0
我和你妈掉进水里你先救谁,你先救谁我和你妈掉进水里的话,1
人民币兑换美元,一千美元,0
手机放那不动，几秒就关了了。,您好，我手机外壳不小划了一道子,0
我想摸你的头发可以吗？,你想摸我的头发可以吗？,0
跟我学习,拜托跟我学习,1
怎么才能嫁给鹿晗,怎么嫁给鹿晗,1
双子座是几月份,九月六日是什么星座,0
小步小步你在吗,小步你是在的吧,1
我想听一个音乐,你听音乐吗,0
见或不见,手机不见了我该怎么找,0
能帮我打开微信吗,你能帮我什么,0
你会永远对我好吗,你会一直对我好吗,1
今晚我可以和你睡吗,今天晚上让我和你一起歇息可以吗,1
有什么好看的电视剧,有什么好看的古装剧,0
我吃火锅底料我吃火锅底料,你吃火锅底料我吃火锅,1
我的QQ密码是多少,在QQ空间,0
谁是我的秘书,我的秘书是哪一个,1
手机耗电太快，如何才能更省电？,我手机为什么打电话没有铃声啊,0
想吃好多冰淇淋,好吃的冰激凌,0
李白是怎么死的,抗美援朝战争中共有多少名英雄儿女为了祖国为了人民为了和平献出宝贵生命,0
小布你会生病吗,你没钱了,0
跟你说我现在已经到了,已经到了,1
近来生活的不开心,最近过得不怎么样,1
你吃过饭了吗,你中午吃饭了吗,0
我要听国家,你是哪个国家的,0
还没对象吗你现在,你现在还单身吗,1
那你喜欢王俊凯吗,参加快乐大本营有片酬吗,0
我说我谢谢你那么爱我,我说我谢谢你,0
你要怎么搞官方,你今天都要作什么,0
请叫我妈妈,以后叫我妈妈,1
莫非想过七夕吗,不想过七夕,0
你的主人到底是不是我,你的主人不是我吗,1
手机返回不到桌面上了,手机按返回键直接进入桌面该肿么办,0
咋不说话呢,你怎么不说话了,1
玩点什么,我们有什么好玩的吗,0
你是因为什么才知道我的呢,你为什么不知道我呀,0
为什么耳机拔掉就听不到声音呢,为什么耳机听不到声音,0
你把卖号吗,你怎么卖,0
简单概括一下你自己,你觉得很简单,0
新买的OPPO手机,在哪里可以购买OPPO手机,0
我认为我要睡觉了,你慢慢来问我要睡觉了,1
Reno3Pro充电接口、,OPPO Reno4 SE的充电接口,0
我的名字好听吗,好听吗我的姓名,1
最丑陋的人是你吗,你是不是最丑的人,1
十六点钟叫我起床,六点钟叫我起床,0
磨人的小妖精说的就是你吧,你真是个磨人的小妖精,1
我们都想知道谁和你是好朋友,你和谁是好朋友,1
要不要喝茶你,要不要喝茶,1
把QQ分身,QQ软件,0
给马一发微信你在干嘛呢,在干嘛呢你,0
透帮我打开微信,帮我打开微信给李姐发二百元红包,0
今天的天气很好哦,今天北京海洋馆天气怎么样,0
你是哪里出生的,你是从什么地方出生的,1
以后就叫你小薇了,以后你就叫小薇,1
你猜一下我今年多少岁,你猜一下我今年多大,1
可是你没有,你还没有,0
我要拍死你,我拍死你,1
明天刮大风吗,今天天晴,0
你真的在想我吗,你在想我,0
支付宝帮我充20元话费,帮我充一下话费,0
你男朋友的年龄是多少啊,你男朋友多大了,1
没啥事吧你,你怎么了你好啊,0
你哪里聪明了,你什么地方聪明了,1
你会学猫叫吗,你会不会学狗叫,0
我觉得你有点笨,你真的有点笨咯,0
这太好办了吧没什么难得,为什么办不到,0
那你会放屁吗,我感觉你会放屁的,0
讲安徒生童话,古代神话故事,0
我对你来说重要吗,你在乎的有没有我,1
你多少钱啊,aj多少钱,0
给我看看美少女,就给我看看海底的电影吧,0
我难以理解,我想不明白,1
那跟你一起聊会儿吧,一起陪我聊会儿天,0
我真是有两个名字,我有两个名字,1
有雪的季节是什么时候,啥时候有雪,1
巨蟹座有什么特点,双鱼座的特点是什么,0
金箍棒的主人,金箍棒,0
把你的功能给打开,打开你的功能,1
你老婆是什么名字,你老婆叫什么,1
八百加九百,12345乘八加五,0
我支付宝里还剩多少钱,你有多少钱啊,0
reno2z充电接口,Reno2 Z的充电接口介绍,1
我们做一辈子好朋友吧,我们一辈子的,0
oppon系列,OppoR系列。,0
她们老婆不要因为这些让自己难过。,你不要因为这些让自己难过。,0
我在干吗你是上课了,你在干吗我是上课了,0
我叫你一声你敢答应吗我问你,我叫你一声你敢答应吗,1
你会说韩文吗,你会不会说朝鲜话,1
李莫愁是谁啊,是谁啊,0
我可以娶你,你可以嫁给我,1
狮子座配什么星座,八月是什么座,0
是的我是你爹,是的我是你爸爸,1
怎么样调试电子身份证,怎么录电子身份证,0
你每天几点起,你明天几点起,0
我都还没吃勒,我都没出去吃过夜宵,0
有你不知道的吗,有不知道的吗你,1
有没有什么好看的动漫,关于玄幻的动漫有没有好看的,0
进快手,打开快手啊,1
请给微信好友桔子,能给我你微信号码吗,0
我好可爱,可是有人说我可爱呀,0
我确实想画画,我想画画,1
到底信不信我把你扔了,信不信我把你扔了,1
输入的键盘调高,输入法键盘地点,0
中午吃饭了吗,中午吃没吃饭,1
小欧请出来,为什么我的手机升级coloros 6之后语音助手不能喊小欧小欧，只能喊小布小布了,0
你一个月能挣多少钱,你一个月可以发多少钱,1
你会唱父亲吗,你会不会唱父亲呢,1
我的朋友,一首我的朋友,0
正面指纹的手机,a8的出厂保护膜上写着屏幕指纹，但手机是背部指纹,0
你好你叫我啊,你叫我啊,1
珍惜时间的名言,励志名言,0
你很厉害吗,你厉不厉害,1
你为什么不约我出来,为什么不约见面,1
我喜欢谁你怎么知道,你喜欢谁我怎么知道,0
请帮我打开抖音,翻开抖音,1
申请什么银行的信用卡好,发银行信用卡客服热线,0
叫什么名字,人工智能工程师名字叫什么,0
心愿涂鸦,你有啥心愿,0
来放个屁,小oh放个屁,1
打开酷狗音乐播放收藏音乐,打开酷狗播放我的喜欢,0
做你能给个傻逼,你可能是个傻子吧,1
你是我的吧,你就从了我吧,0
放了一堆我不喜欢吃的东西,我不喜欢吃葡萄,0
金龙汽车股价,今天的股票,0
我问一下都不行吗,坐地板不行,0
我说你很帅啊,嘿嘿你好帅呀,0
衣服多少钱,你多少钱啊,0
打开夸人语录夸我聪明,开启夸人语录夸我长得好看,0
美呆了你,我觉得你很美,1
零点三六除以四,十除以二十,0
差到不行,不是不上不行那电脑,0
烧烤是不是很好吃,南京有啥好吃的,0
怎么两张卡同时在4G网,怎么两张卡使用4G,1
怎样关闭悬浮球,怎么关闭悬浮球,1
你知道我的儿子叫什么名字吗,你了解我的儿子叫啥吗,1
那你以后就是个男的,那你以后可就是个男的喽,1
真的没有什么事了,没有什么事了,1
请你帮我拨打七六八亲情号,请你帮我,0
立法院土壤耕,立法院,0
a11x的cpu介绍,A11x CPU的主频,0
我已经吃饭了,已经吃饭了我,1
你会去摧毁掉人类吗,你会伤害人类吗,1
关闭音乐,你知道什么音乐,0
能不能给我播放拇指姑娘的故事,打开宝宝巴士故事我要听勇敢的小刺猬,0
大用英文怎么说,地图的英语怎么说,0
R15x的屏幕介绍,R15x屏幕总承,0
我现在没钱怎么办,我现在没钱不知道现在该怎么办,1
抗美援朝战争中共有多少名英雄儿女为了祖国献出了宝贵生命,1919年发生了什么,0
月一日是什么星座,你知道我是什么座,0
有没有吃晚饭啊,你晚饭吃的什么,0
我想知道如何可以不要你,我不想要你了怎么办,1
闹钟能把你忘了,会把你忘了的,0
双鱼座是怎样的,你是水瓶座吗,0
我说你冷不冷,我说你今天冷不冷啊,1
那你怎么那么笨呢,你怎么那么笨,1
我想问一下，手机掉进水里了！但是还能用想问一下我可以拿到售后服务去了解一下吗,就是要记回去才能弄,0
我说了我不生气我不生你的气你你可以给我说个谜语妈叫我猜行吗,我的语气看起来好像在生你的气,0
发了了你也,你刚发的这个,0
本机账号密码忘记该怎么办,手机用户账号忘记密码怎么办,1
